"","mean","sd","se(mean)","var","IQR","CV","skewness","kurtosis","0%","2.5%","25%","50%","75%","97.5%","100%"
"OK_SPH",48.4348687712045,13.1818895399822,0.65909447699911,173.762211844292,22.1370963590895,0.272157019816664,0.148152374958036,-0.955655561482849,25.5805316847553,27.9333388784149,36.130607985396,48.9662156941605,58.2677043444855,73.2819303791454,82.0156076751848
"OK_EXP",48.3323746386221,14.7786672227934,0.738933361139672,218.409004882069,23.3074765220502,0.305771593746273,0.185223095379749,-0.770986096977207,22.0410194067834,24.9025260557626,35.8580984039304,48.7771326377699,59.1655749259805,77.2301715103184,87.8067912093879
"OK_GAU",49.037014855859,12.1223842170125,0.606119210850625,146.952199104874,22.8042553271179,0.247208853406869,-0.0000254448174363285,-1.2249035814983,26.5480326297543,29.140461991767,36.9938953204993,49.3797700199135,59.7981506476172,68.874958216268,74.0196846662226
"SK_SPH",47.2849268416237,11.4274982778825,0.571374913894123,130.587716891007,17.3051169869872,0.241673172428875,0.303658004923445,-0.561967886631425,25.6537927771495,28.8430223321783,38.0095486385438,47.0618879360944,55.314665625531,70.4375976795883,79.6253720134766
"SK_EXP",47.9579937264629,14.2356372027933,0.711781860139664,202.653366569552,22.6428984219952,0.296835544956046,0.239655407100545,-0.645418520043099,22.5695131476369,25.3530196760581,35.4534004506728,48.9150821849939,58.096298872668,77.0561701724107,87.3836896598943
"SK_GAU",48.8215633639705,11.1743650093024,0.558718250465119,124.866433361121,20.3525438019814,0.228881753048262,0.0145442082087698,-1.23531435731655,29.452613314507,30.6872704322684,38.9051470207741,49.0223187493404,59.2576908227554,67.5787218257187,70.2529778620897
"UK_SPH",48.3338955265708,14.7542940367127,0.737714701835635,217.689192521776,24.194999547917,0.305257705301278,0.190786646856263,-0.765687011686733,17.4084474933705,24.2558718877536,35.6181527490802,47.4745700875703,59.8131522969972,77.8299614426391,84.5741227893253
"UK_EXP",48.4625772815073,16.3984050566418,0.81992025283209,268.907688401696,24.3855774826213,0.338372533540416,0.17441265874001,-0.720580813784432,16.7464383653821,20.300682024183,35.2232857803986,48.7839974815177,59.6088632630199,79.8140335386234,88.9462028805594
"UK_GAU",49.8125545909465,13.6341003319509,0.681705016597544,185.888691861703,23.7883644525826,0.273708113223908,0.25745510978856,-1.06840535427121,28.2935094557314,30.7752485301102,37.2050123624506,48.8048957275421,60.9933768150332,75.856578749513,80.1381886666416
